exam,exam_question_index,module,question_type,passage_or_sentence,question_text,A,B,C,D,correct,explanation
10,28,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
10,29,2,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
10,30,2,Vocabulary in Context,"The study was initially considered advocate by peers, but later evidence supported its claims.","As used here, ""advocate"" most nearly means:",supporter,critic,opponent,controversial,A,"In this scientific context, advocate indicates supporter."
10,31,2,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
10,32,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
10,33,2,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
10,34,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
10,35,2,Vocabulary in Context,"The study was initially considered lucid by peers, but later evidence supported its claims.","As used here, ""lucid"" most nearly means:",clear,vague,complicated,controversial,A,"In this scientific context, lucid indicates clear."
10,36,2,Main Idea,"marine biology has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
10,37,2,Main Idea,"urban planning has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
10,38,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
